100	1	1
100	1	2
100	1	3
100	1	4
100	1	5
100	1	6
100	1	7
100	1	8
100	1	9
100	1	10
100	1	11
100	1	12
100	1	13
100	2	1
100	2	2
100	2	3
100	2	4
100	2	5
100	2	6
100	2	7
100	2	8
100	2	9
100	2	10
100	2	11
100	2	12
100	2	13
100	2	14
100	2	15
100	2	16
100	2	17
100	2	18
100	2	19
100	2	20
100	2	21
100	2	22
100	2	23
100	2	24
100	2	25
100	2	26
100	2	27
100	2	28
100	2	29
100	2	30
100	2	31
100	2	32
100	2	33
100	2	34
100	2	35
100	2	36
100	2	37
100	2	38
100	2	39
100	2	40
100	2	41
100	2	42
100	2	43
100	2	44
100	2	45
100	2	46
100	2	47
100	2	48
100	2	49
100	2	50
100	2	51
100	2	52
100	2	53
100	2	54
100	2	55
100	2	56
100	2	57
100	2	58
100	2	59
100	2	60
100	2	61
100	2	62
100	2	63
100	2	64
100	2	65
100	2	66
100	2	67
100	2	68
100	2	69
100	2	70
100	3	1
100	3	2
100	3	3
100	3	4
100	3	5
100	3	6
100	3	7
100	3	8
100	3	9
100	3	10
100	3	11
100	3	12
100	3	13
100	3	14
100	3	15
100	3	16
100	3	17
100	3	18
100	3	19
100	3	20
100	3	21
100	3	22
100	3	23
100	3	24
100	3	25
100	3	26
100	3	27
100	3	28
100	3	29
100	3	30
100	3	31
100	3	32
100	3	33
100	3	34
100	3	35
100	3	36
100	3	37
100	3	38
100	3	39
100	3	40
100	3	41
100	3	42
100	3	43
100	3	44
100	3	45
100	3	46
100	3	47
100	3	48
100	3	49
100	3	50
100	3	51
100	3	52
100	3	53
100	3	54
100	3	55
100	3	56
100	3	57
100	3	58
100	3	59
100	3	60
100	3	61
100	3	62
100	3	63
100	3	64
100	3	65
100	3	66
100	3	67
100	3	68
100	3	69
100	4	1
100	4	2
100	4	3
100	4	4
100	4	5
100	4	6
100	4	7
100	4	8
100	4	9
100	4	10
100	4	11
100	4	12
100	4	13
100	4	14
100	4	15
100	4	16
100	4	17
100	4	18
100	4	19
100	4	20
100	4	21
100	4	22
100	4	23
100	4	24
100	4	25
100	4	26
100	4	27
100	4	28
100	4	29
100	4	30
100	4	31
100	4	32
100	4	33
100	4	34
100	4	35
100	4	36
100	4	37
100	4	38
100	4	39
100	4	40
100	4	41
100	4	42
100	4	43
100	4	44
100	4	45
100	4	46
100	4	47
100	4	48
100	4	49
100	4	50
100	4	51
100	4	52
100	4	53
100	4	54
100	4	55
100	4	56
100	4	57
100	4	58
100	4	59
100	4	60
100	4	61
100	4	62
100	4	63
100	4	64
100	4	65
100	4	66
100	4	67
100	5	1
100	5	2
100	5	3
100	5	4
100	5	5
100	5	6
100	5	7
100	5	8
100	5	9
100	5	10
100	5	11
100	5	12
100	5	13
100	5	14
100	5	15
100	5	16
100	5	17
100	5	18
100	5	19
100	5	20
100	5	21
100	5	22
100	5	23
100	5	24
100	5	25
100	5	26
100	5	27
100	5	28
100	5	29
100	5	30
100	5	31
100	5	32
100	5	33
100	5	34
100	5	35
100	5	36
100	5	37
100	5	38
100	5	39
100	5	40
100	5	41
100	5	42
100	5	43
100	5	44
100	5	45
100	5	46
100	5	47
100	5	48
100	5	49
100	5	50
100	5	51
100	5	52
100	5	53
100	5	54
100	5	55
100	5	56
100	5	57
100	5	58
100	5	59
100	5	60
100	5	61
100	5	62
100	5	63
100	5	64
100	5	65
100	5	66
100	5	67
100	5	68
100	5	69
100	5	70
100	6	1
100	6	2
100	6	3
100	6	4
100	6	5
100	6	6
100	6	7
100	6	8
100	6	9
100	6	10
100	6	11
100	6	12
100	6	13
100	6	14
100	6	15
100	6	16
100	6	17
100	6	18
100	6	19
100	6	20
100	6	21
100	6	22
100	6	23
100	6	24
100	6	25
100	6	26
100	6	27
100	6	28
100	6	29
100	6	30
100	6	31
100	6	32
100	6	33
100	6	34
100	6	35
100	6	36
100	6	37
100	6	38
100	6	39
100	6	40
100	6	41
100	6	42
100	6	43
100	6	44
100	6	45
100	6	46
100	6	47
100	6	48
100	6	49
100	6	50
100	6	51
100	6	52
100	6	53
100	6	54
100	6	55
100	6	56
100	6	57
100	6	58
100	6	59
100	6	60
100	6	61
100	6	62
100	6	63
100	6	64
100	6	65
100	6	66
100	6	67
100	6	68
100	7	1
100	7	2
100	7	3
100	7	4
100	7	5
100	7	6
100	7	7
100	7	8
100	7	9
100	7	10
100	7	11
100	7	12
100	7	13
100	7	14
100	7	15
100	7	16
