x1,x2,y
2.2119842300862844,4.024863875405472,1
0.7929509467029539,7.505992676688258,1
-2.906713781142874,2.886620974913217,2
-2.2498440181547408,4.226878531986389,0
-2.5190627337236657,7.1817438671572855,0
-1.1727668879446767,5.575246922355232,2
-2.69270166281611,2.6338844693200114,2
-0.09214138955517903,5.682537864944806,2
-1.8053484585043287,4.762112245438916,2
-3.3658543965671432,1.5492402072847247,2
-0.3502445209672742,7.837796048383053,1
-3.5894764802074075,0.36138911608084845,2
-1.8182878913329634,4.447239686467287,2
-1.428701343161582,3.458840284709731,0
-2.137220340104359,2.417133825507852,2
-3.825841467534079,2.492639888421592,2
-1.2997773588169959,6.842469253491009,1
-2.2315247926624373,2.635960464908134,2
-0.009867299819089403,0.6322283494185954,0
1.0580339859600354,2.8919018350940204,0
-0.6494314989279505,0.04077427198403516,0
-1.6668672890415597,6.21535041387598,1
-2.415442002167861,2.5351509453075893,2
-0.6264766987121714,3.4750077933111,0
-2.238969342032648,4.05662493708509,2
-0.24240351362713097,5.907662680717782,2
-1.369819897681658,4.20234670241237,2
-1.5539329715609447,11.77915595790675,1
-0.26983189755841974,4.914304373607971,0
-2.58710636610775,3.727505800924552,2
-0.4992743387293246,2.9560929907540565,0
-0.5489076689177912,5.054650304442097,2
-0.9790908786309107,7.605746274941327,1
-1.8862544561971246,4.682919199596475,0
-0.8455730380999364,2.035665521333594,1
-1.8422076429612264,4.1593820729297555,2
-3.4277468048149773,1.986944190769778,2
-0.0779697073279173,4.858463199199021,1
-0.8178510988930628,3.411120079671618,1
-0.5011084523795646,9.869015733785488,1
-1.829128260878148,7.933078604993396,1
-2.2230705236814097,3.602226485910365,2
-1.2123619174726215,5.294742874393356,2
-3.8771099552521155,1.4045260793272596,2
-3.9160458105537463,-0.046416915187013075,2
-2.1980487314973756,5.145684317144212,0
-1.9970888567706522,3.838445604630639,2
-0.8013924733331466,4.895850258599678,2
-2.3945506512096677,3.3204636227970266,2
-3.194428613121456,11.062090069804864,1
-2.229616375439578,4.8603371243454685,2
0.14338435660262716,3.153073503426487,0
0.8295724331468362,2.617050350567618,0
-0.6223310058901298,7.52282079393853,1
-2.4253332894865016,3.8639589874638283,2
-4.650393734750136,-1.2518091028352272,2
-0.22505639722410253,4.083221071372273,1
-0.6769660016645402,4.846234676832593,2
-1.8531698941753185,4.615567157691306,2
0.3779186834316344,8.216499238259216,1
-0.008854196496456412,5.529691832948522,1
-0.5891424978942544,5.0144645519521855,0
-2.1859614794067417,5.575895450916423,0
2.005996496326765,0.44205595524710617,1
-0.08058411215279615,8.008379169889142,2
-0.7209876273129026,2.043745250021876,0
-0.7535445247328121,3.7185211730061485,0
1.2879263190466863,8.804459233032839,1
-2.237365358733203,3.768134149408932,2
-3.655866424516633,3.4526432863586543,2
-3.099264794668258,10.085595547470433,1
-1.9933545295307735,4.961390308662778,2
-0.45437128234875246,4.4714145019725855,2
-1.2155516999449474,5.794501533372323,2
-2.1233520646180404,1.915624690839779,2
-2.2781670550724917,3.658834597055354,2
-2.325237006341303,5.451714974956015,1
-2.7757009957028767,2.2925761766053165,2
-1.8033808548655093,9.313261072747066,1
1.3795369656981298,2.130410297971928,0
-2.004454509967415,4.763324833411529,2
-3.244712898305794,2.7070615329015055,2
-2.426007241840554,2.977214102369283,2
-3.3317836804996253,0.722633986770199,2
0.24255487297391776,1.9925051155436173,0
-2.00846967990156,10.046330712664808,1
1.7699095268216587,5.96670807608439,1
-1.1839870591769897,5.481713267433868,0
0.9046410722344218,1.1746141897244569,0
-0.33842937400438666,7.4821683206476415,2
-2.121301053155851,4.71149064745368,2
1.1787487180405816,6.321380054713063,1
-0.790875809357819,5.773686163564435,1
-2.1906911379826424,3.495345081147425,2
1.4160368472127933,3.7498594887514938,1
-1.0207141239115156,5.942998266625758,2
-2.8612994522309187,3.1866752107234317,2
-2.6524787633060747,1.7694968849663395,2
-0.3019974877352754,6.7411005764822685,1
-0.7384080091878586,5.8507110678578735,1
-1.7865184374761367,2.0285779506086064,0
-1.7723652870002193,2.0521315848491297,0
-2.186810952632764,5.127197310270372,0
-3.8569473714780167,0.8006246042153724,2
0.4417574442807042,-0.24690855648688936,0
-1.866026131160282,5.090997799824385,2
-1.4942161088279775,7.5363658283853034,1
-2.43766714103721,3.356475209525109,2
1.5123614261886822,5.760567519432697,1
0.7926330115073859,3.2465887668392774,1
-1.844198664881495,3.350773192145141,2
-2.403860355951978,3.0714999532375886,2
-2.6718574854549315,3.9672295934223616,2
-3.9814030536640397,3.5600027536614505,0
-3.5839462338633608,0.5030130666416124,2
-3.256098402044546,1.6229658213668765,2
-0.08818431925403258,2.9290667406031567,1
0.372370042973591,1.165338435173185,0
-1.1749494578360857,5.797846823324754,1
-1.0819387343100229,5.002165880759238,2
-1.9488136973352954,9.797871484990685,1
0.4091267983196562,4.761784962635492,1
-2.095163876066902,4.106100556471138,0
-1.4204832960969815,3.5630133995450755,0
-3.0031549407814007,1.9703818717883967,2
-0.20890879604988755,1.1869865770711938,0
-1.1710900711519237,5.220351335515865,2
-1.4770770271532427,2.3886375825217514,0
-1.4200221676486273,4.496836588686025,2
-1.1459872460986857,5.173971576549382,2
-3.0429447979794557,4.151916665210504,2
-0.15749753657572962,3.740510985733744,0
-2.31186254334194,2.6208958366635997,0
-2.752227575638091,1.878603628032423,2
-4.959933808654188,-0.41546716706745546,2
-0.2810290156218489,5.753405444658959,2
-1.1909148630013027,2.621502348914386,0
-1.4771454404518962,4.177500284967173,2
-2.0455723842094593,3.7837476363452778,2
-0.44835915625838746,6.102751618223262,1
-2.704172600689522,3.6613979385239306,2
-0.9898750636212781,5.955940104685634,2
0.4354166458348623,8.057427033948624,1
-1.272132190806111,4.633077324155534,2
0.305378442312516,2.893404406727945,1
3.5896390009031913,6.180033325822382,1
-2.5602149629530997,4.444609316344969,2
-2.6765069050031283,4.067072228624086,2
-3.0043782742028347,2.917998431227626,2
0.27935530102677886,2.7890896189974193,1
-1.9538896930268588,1.7968999681436681,0
-1.0112131847534198,5.267774215087858,2
-0.907601811491733,7.716657802888321,2
-3.8035907505394198,1.1215443258330389,2
-0.34636925038750555,1.6750639099904197,1
-2.0946602391601865,3.7015872158716423,2
-1.8425586865038466,3.6737322675355046,2
-0.5082861811589577,6.1054950265054595,1
-0.8310256114883288,3.0641708447279776,0
3.4249745693487936,1.5629370077452407,1
-0.6694760835202705,2.878984998325007,0
-0.4627126706757928,3.453850266459638,0
-0.34063605978496037,6.049412463485794,0
-3.305686230095307,0.760942268809635,2
-0.21423064421521065,4.000872220867469,0
-0.8485097347194971,2.1388693453302823,0
-3.959659523399238,1.0732464092140561,2
-0.5241338453068689,2.9086526150555296,0
-3.209764791682147,1.0967054267256797,2
-2.1197960081478797,4.268391708507693,2
-1.4779763029700992,5.080584843731203,2
-3.460335125583917,1.8459819279698246,2
-0.5716022881706222,6.181183322360402,2
-1.8825761682687632,3.570627272336786,2
-2.0851466640876244,4.189191012523749,2
-0.5487703601046084,5.723481144289005,1
-1.2059350615443616,4.868315343649172,2
-0.9828845132630404,4.700788836826464,0
-1.1127905317801114,7.807263855210602,1
0.0915630212761186,7.116515259555117,1
-2.9969931694591265,0.8311808086779275,2
-1.822443972097119,5.306107476529218,2
-3.4715442932379688,1.8178752308773256,0
-1.7250405631852979,5.363029718215397,2
-3.6799216852471144,1.886443810592695,2
-0.00671124846311133,3.561744964063784,0
-0.5628630478267933,0.7058393023014493,0
0.9561904251577702,4.695949553066374,1
-0.8152728831358537,2.816158937803793,0
-0.4813948568301202,-1.0252065163429327,0
-0.5682291544682712,5.241028501102023,2
-1.6909689573709157,2.925305222445221,2
-1.788151531989816,5.985683762083565,0
-1.9851863448520466,5.026583740626447,2
1.564447825857358,6.256327316807989,1
-2.371854865082039,2.6867358746703784,2
-1.1344788282130291,10.752262631096823,1
-0.9245277291369353,2.95918496436679,0
-3.1549376766805253,2.0341716724687657,2
-2.3637186213743506,3.545911151312948,2
